CASENAME,Depth,Area,RESTHICK,PRESS,TEMP,OILGRAV,SOLGOR,Visco,Psat,Bo,FLUIDTYPE,WATSAL,Aquifer,POROSITY,NTG,PERM,CONWATER,PERM.AQUIFER,OOIP,RF,RFmax,Np,Nw,Ng,Nwi,GOR,SWx,RELPERM.RESSAT.Kro,RELPERM.ENDPOINT.Kro,RELPERM.ENDPOINT.Krw,RELPERM.EXPON.Kro,RELPERM.EXPON.Krw,PROD.PI,WINJ.PI,PROD_TIME,Field.OILRATE,Field.WATRATE,Field.GASRATE,Field.INJWATRATE,Field.INJGASRATE,NumPROD,NumWINJ,BODP_well,RECOVERY,acuifero
ddcf508e,2650,32.8,266,2860,125.0,23.4,340.0,8.8,2588.0,1.089,,120800.0,Weak,0.115,0.72,90,0.43700000000000006,40.0,540,22.536899390568024,30.380853160060347,156.9115,407.87602499999986,257220.57625,292.9464875000001,342.0,0.4589789303079408,0.3064,0.8457892857142872,0.26,3.5105211267605356,2.2025450000000264,5.7838827838827855,8.780780780780672,33.16212499999998,51000.0,100.0,0.0,40683.16690442231,2357.9457364341033,42.0,38.0,11276.31853470188,,5
62a44ad4,2010,32.9,326,1250,114.0,24.5,160.0,9.8,831.0,1.05,,106700.0,Weak,0.141,0.62,130,0.409,423.3383010432194,800,26.917761690377308,29.578531380250972,156.9115,407.87602499999986,257220.57625,292.9464875000001,117.0,0.4589789303079408,0.25912882096070033,0.8340000000000001,0.37,3.5105211267605356,2.2025450000000264,2.0,3.0,33.16212499999998,64000.0,126900.0,25.67164179104483,40683.16690442231,2357.9457364341033,18.025099075297234,27.0,12558.57268512258,,5
65084fe2,11300,27.8,83,5750,243.0,19.1,80.0,8.1,734.0,1.0553,,11500.0,Strong,0.278,0.51,1080,0.192,970.0,340,26.83749699341005,34.40473673451492,156.9115,407.87602499999986,257220.57625,292.9464875000001,60.0,0.4589789303079408,0.2518,0.81,0.34043012912482085,3.5105211267605356,2.2025450000000264,5.7838827838827855,8.780780780780672,33.16212499999998,37000.0,53900.0,0.0,40683.16690442231,2357.9457364341033,6.0,0.0,76838.3820770192,,3
6e2a4223,2210,38.6,251,1080,138.0,43.2,170.0,1.5,570.0,1.057,,64900.0,Medium,0.155,0.59,310,0.299,210.0,920,24.589038825339326,31.579168456091708,156.9115,407.87602499999986,257220.57625,292.9464875000001,410.0,0.4589789303079408,0.242,0.8457892857142872,0.34043012912482085,3.5105211267605356,2.2025450000000264,5.7838827838827855,8.780780780780672,33.16212499999998,90000.0,100.0,0.0,40683.16690442231,2357.9457364341033,50.0,0.0,9197.948423338703,,1
69864715,6840,20.0,141,3940,155.0,18.6,120.0,31.0,1020.0,1.05,,76700.0,Medium,0.23,0.7,250,0.35200000000000004,200.0,390,18.783343254410532,25.360879255734787,156.9115,407.87602499999986,257220.57625,292.9464875000001,86.0,0.4589789303079408,0.28,0.8,0.49,3.5105211267605356,2.2025450000000264,5.7838827838827855,3.0,33.16212499999998,34000.0,19300.0,0.0,40683.16690442231,2357.9457364341033,10.0,0.0,47351.215386978,,1
734c5460,11040,29.1,308,5280,251.0,17.7,30.0,10.8,268.0,1.043,,7500.0,Very Strong,0.29600000000000004,0.81,4050,0.187,3640.0,2220,80.29996111777271,61.60177099826765,156.9115,407.87602499999986,257220.57625,292.9464875000001,24.0,0.4589789303079408,0.22,0.848,0.3112,3.5105211267605356,2.2025450000000264,5.7838827838827855,8.780780780780672,33.16212499999998,264100.0,1247000.0,0.0,40683.16690442231,2357.9457364341033,4.0,1.0,125936.0294170052,,4
709a56fb,10640,25.6,167,5400,227.0,18.9,347.54914809960695,9.2,1015.0,1.1261752223634045,,32400.0,Strong,0.282,0.69,800,0.248,680.0,920,23.65937831217547,32.51373999360097,156.9115,407.87602499999986,257220.57625,292.9464875000001,82.0,0.4589789303079408,0.25912882096070033,0.9444,0.204,3.5105211267605356,2.2025450000000264,5.7838827838827855,8.780780780780672,33.16212499999998,83000.0,62122.82321899733,0.0,40683.16690442231,2357.9457364341033,8.0,0.0,49129.34555905403,,3
586e5d88,2050,22.4,249,2260,130.0,34.7,380.0,2.7,2065.0,1.08,,118300.0,,0.115,0.83,150,0.42700000000000005,90.0,380,27.04030043615311,31.947633391632564,156.9115,407.87602499999986,257220.57625,292.9464875000001,3072.1133879781437,0.4589789303079408,0.25912882096070033,0.8457892857142872,0.327,3.5105211267605356,2.2025450000000264,2.0,8.780780780780672,33.16212499999998,43000.0,80000.0,0.0,40683.16690442231,2357.9457364341033,26.0,12.0,17512.16262246218,,0
e85d4dbe,10370,19.5,435,5660,195.0,36.9,420.0,0.9,1711.0,1.15,,25500.0,Weak,0.255,0.37,130,0.191,110.0,820,41.426147687432234,48.64159853347347,156.9115,407.87602499999986,257220.57625,292.9464875000001,318.0,0.4589789303079408,0.254,0.77,0.39399999999999996,3.5105211267605356,2.2025450000000264,1.0,8.780780780780672,33.16212499999998,78000.0,90800.0,25.67164179104483,40683.16690442231,2357.9457364341033,30.0,10.0,16671.605828187894,,5
e0a942e4,4270,4.7,416,6250,137.0,23.8,347.54914809960695,4.3,5687.0,1.1591,,122700.0,None,0.107,0.57,50,0.44,30.0,90,27.36866108664526,34.96821745297049,156.9115,407.87602499999986,257220.57625,292.9464875000001,963.0,0.4589789303079408,0.304,0.8457892857142872,0.401,3.5105211267605356,1.514,1.0,2.0,33.16212499999998,11000.0,27200.0,0.0,40683.16690442231,2357.9457364341033,9.0,5.0,49027.86701103905,,0
9a656630,6130,20.7,416,3000,173.0,21.1,130.0,12.2,1104.0,1.058,,75400.0,Medium,0.18899999999999997,0.72,410,0.353,260.0,1150,15.22289128622696,22.764255965142013,156.9115,407.87602499999986,257220.57625,292.9464875000001,100.0,0.4589789303079408,0.2669,0.8190000000000001,0.18600000000000003,3.5105211267605356,2.2025450000000264,10.0,8.780780780780672,33.16212499999998,86000.0,15600.0,0.0,40683.16690442231,2357.9457364341033,9.0,0.0,49129.34555905403,,1
885b7a1f,8660,35.2,426,4310,202.0,36.9,450.0,0.8,1798.0,1.1611,,47000.0,Medium,0.235,0.4,230,0.24,190.0,1240,25.682176007529552,35.66777557571048,156.9115,407.87602499999986,257220.57625,292.9464875000001,341.0,0.4589789303079408,0.22699999999999998,0.8457892857142872,0.34043012912482085,3.2680000000000002,2.2025450000000264,3.0,8.780780780780672,33.16212499999998,118200.0,600.0,25.67164179104483,40683.16690442231,2357.9457364341033,17.0,0.0,26296.428001800086,,1
8ff77f29,11850,7.4,405,5940,251.0,32.1,320.0,0.8,1558.0,1.13,,5000.0,Strong,0.285,0.55,860,0.159,790.0,550,43.54294387143757,47.73107043460872,156.9115,407.87602499999986,257220.57625,292.9464875000001,244.0,0.4589789303079408,0.25912882096070033,0.94,0.3,3.5105211267605356,1.96,19.0,8.780780780780672,33.16212499999998,56000.0,209100.0,0.0,40683.16690442231,2357.9457364341033,4.0,0.0,123240.63488450627,,3
aff77b00,10390,27.0,151,4980,245.0,22.2,110.0,38.24694148936168,795.0,1.062,,22500.0,Very Strong,0.27399999999999997,0.51,1260,0.3003919270833331,423.3383010432194,610,28.951897475240354,36.0402335416453,156.9115,407.87602499999986,257220.57625,292.9464875000001,83.0,0.4589789303079408,0.23,0.8457892857142872,0.2443,3.147,2.2025450000000264,7.0,8.780780780780672,33.16212499999998,64000.0,90300.0,0.0,40683.16690442231,2357.9457364341033,6.0,0.0,82265.7835384336,,4
ac21799b,11930,14.8,256,5980,238.0,25.3,100.0,2.6,668.0,1.0631,,2000.0,Strong,0.297,0.58,1650,0.154,1480.0,710,48.03491071125201,47.49402850405308,156.9115,407.87602499999986,257220.57625,292.9464875000001,77.0,0.4589789303079408,0.22,0.8457892857142872,0.519,3.5105211267605356,2.2025450000000264,5.7838827838827855,30.0,33.16212499999998,74000.0,381700.0,25.67164179104483,40683.16690442231,2357.9457364341033,4.0,0.0,116579.32330227195,,3
b9b36082,3090,19.2,295,3580,138.0,15.6,270.0,59.7,3263.0,1.058,,123100.0,Weak,0.109,0.56,190,0.447,80.0,220,20.93438198112807,28.037157256792998,156.9115,407.87602499999986,257220.57625,292.9464875000001,266.0,0.4589789303079408,0.25912882096070033,0.8457892857142872,0.25,3.5105211267605356,2.2025450000000264,2.0,8.780780780780672,33.16212499999998,18000.0,0.0,25.67164179104483,40683.16690442231,2357.9457364341033,16.0,9.0,49129.34555905403,,5
b6eb6aee,3540,26.1,124,1780,138.0,23.9,180.0,9.0,1634.0,1.08,,108800.0,Weak,0.12300000000000001,0.38,140,0.3003919270833331,60.0,120,23.984761803383783,29.099140403829942,156.9115,407.87602499999986,257220.57625,292.9464875000001,180.0,0.4589789303079408,0.25912882096070033,0.8457892857142872,0.4345,3.5105211267605356,1.9,1.0,1.0,33.16212499999998,13000.0,16900.0,25.67164179104483,40683.16690442231,2357.9457364341033,18.025099075297234,12.0,26553.11495638161,,5
02a27d75,2780,17.7,122,4450,147.0,42.9,1220.0,0.7,4057.0,1.1692,,106300.0,Weak,0.11900000000000001,0.5,80,0.353,423.3383010432194,100,40.378638657789324,50.985125537458316,156.9115,407.87602499999986,257220.57625,292.9464875000001,1224.0,0.4589789303079408,0.24,0.8457892857142872,0.36,3.5105211267605356,2.49,5.7838827838827855,8.780780780780672,33.16212499999998,9000.0,18400.0,0.0,40683.16690442231,2357.9457364341033,41.0,20.0,11064.182697397107,,5
1bbe6c9b,10010,22.0,52,4800,241.0,39.4,670.0,0.4,2417.0,1.2498,,34200.0,Strong,0.24100000000000002,0.6,320,0.20800000000000002,310.0,210,35.695988773762785,45.16168197756854,156.9115,407.87602499999986,257220.57625,292.9464875000001,825.0,0.4589789303079408,0.2087,0.8361,0.26,3.5105211267605356,2.4819999999999998,1.0,1.0,33.16212499999998,17000.0,800.0,0.0,40683.16690442231,2357.9457364341033,9.0,0.0,49129.34555905403,,3
fc1e02c6,9930,23.6,141,5280,217.0,24.6,347.54914809960695,9.2,703.0,1.05,,27800.0,Strong,0.278,0.54,500,0.23199999999999998,430.0,620,26.71627958784216,35.61173835683723,156.9115,407.87602499999986,257220.57625,292.9464875000001,67.0,0.4589789303079408,0.26,0.97,0.34043012912482085,3.5105211267605356,2.2025450000000264,4.0,4.0,33.16212499999998,57000.0,25100.0,0.0,40683.16690442231,2357.9457364341033,8.0,0.0,61581.53909771281,,3
56e70185,11020,10.2,160,5390,254.0,35.7,320.0,0.7,1381.0,1.127,,11500.0,Very Strong,0.254,0.68,770,0.17300000000000001,720.0,270,36.98564196306481,45.563498403627214,156.9115,407.87602499999986,257220.57625,292.9464875000001,239.0,0.4589789303079408,0.213,0.8457892857142872,0.34043012912482085,3.5105211267605356,2.325,7.0,8.780780780780672,33.16212499999998,23000.0,20500.0,0.0,40683.16690442231,2357.9457364341033,4.0,0.0,106554.66194087641,,4
59bf0be9,7640,5.9,89,4710,172.0,33.4,270.0,1.5,1083.0,1.089,,38000.0,Weak,0.222,0.61,110,0.221,423.3383010432194,70,35.87498439096938,43.32580471785125,156.9115,407.87602499999986,257220.57625,292.9464875000001,202.0,0.4589789303079408,0.2735,0.88,0.35,3.5105211267605356,2.2025450000000264,1.0,1.0,33.16212499999998,6000.0,2100.0,0.0,40683.16690442231,2357.9457364341033,18.025099075297234,5.0,61651.872490136884,,5
5a690972,5870,17.8,93,3100,175.0,15.3,30.0,90.2,370.0,1.03,,52800.0,Strong,0.20199999999999999,0.55,860,0.336,470.0,160,18.58149136929359,24.581698918519372,156.9115,407.87602499999986,257220.57625,292.9464875000001,25.0,0.4589789303079408,0.25912882096070033,0.7932,0.17800000000000002,3.5105211267605356,2.2025450000000264,5.7838827838827855,8.780780780780672,33.16212499999998,15000.0,29400.0,0.0,40683.16690442231,2357.9457364341033,5.0,1.0,86798.94738069735,,3
40a31a07,3320,28.3,418,1730,149.0,24.6,140.0,6.2,761.0,1.051,,82200.0,Medium,0.151,0.63,250,0.358,130.0,990,14.799084779043548,21.63661307096434,156.9115,407.87602499999986,257220.57625,292.9464875000001,259.0,0.4589789303079408,0.2763,0.8457892857142872,0.447,3.5105211267605356,2.2025450000000264,6.0,8.780780780780672,33.16212499999998,71000.0,100.0,0.0,40683.16690442231,2357.9457364341033,17.0,0.0,27332.53045940073,,1
4375189c,10240,23.4,140,4770,223.0,30.9,590.0,0.8,2898.0,1.224,,53400.0,Very Strong,0.20600000000000002,0.54,480,0.27,370.0,340,31.879376903233357,40.99003034790092,156.9115,407.87602499999986,257220.57625,292.9464875000001,3072.1133879781437,0.4589789303079408,0.25912882096070033,0.953,0.5566,4.453,2.2025450000000264,3.0,4.0,33.16212499999998,28000.0,20600.0,0.0,40683.16690442231,2357.9457364341033,7.0,9.332857142857154,72583.82480934463,,4
44d91daa,5180,23.2,192,2430,173.0,17.6,40.0,29.6,307.0,1.0329,,42300.0,Very Strong,0.2,0.57,1050,0.303,590.0,500,20.89382361993028,26.07712423531821,156.9115,407.87602499999986,257220.57625,292.9464875000001,27.0,0.4589789303079408,0.2778,0.8627,0.43,3.5105211267605356,2.2025450000000264,5.7838827838827855,12.0,33.16212499999998,59000.0,89700.0,0.0,40683.16690442231,2357.9457364341033,6.0,2.0,83566.5821880335,,4
6c2d16d9,3010,32.4,375,1550,161.0,22.1,150.0,38.24694148936168,1412.0,1.0735,,106500.0,Strong,0.11199999999999999,0.7,420,0.418,423.3383010432194,690,15.1589271507389,22.27318674408617,156.9115,407.87602499999986,257220.57625,292.9464875000001,142.0,0.4589789303079408,0.2574,0.9520000000000001,0.3108,3.5105211267605356,2.2025450000000264,5.7838827838827855,8.780780780780672,33.16212499999998,79000.0,6900.0,0.0,40683.16690442231,2357.9457364341033,14.0,0.0,32393.99891698392,,3
c6d4159a,9210,14.9,50,7470,212.0,45.5,2500.0,0.2,6781.0,1.6855,,48300.0,Weak,0.233,0.74,190,0.3003919270833331,423.3383010432194,150,45.35923103919403,62.17039785022813,156.9115,407.87602499999986,257220.57625,292.9464875000001,31517.0,0.4589789303079408,0.25912882096070033,0.8457892857142872,0.23,3.5105211267605356,2.2025450000000264,5.7838827838827855,8.780780780780672,33.16212499999998,14000.0,1300.0,100.0,40683.16690442231,2357.9457364341033,10.0,9.332857142857154,41936.33529350627,,5
c2ae1237,11750,40.4,244,5760,237.0,22.1,110.0,4.4,896.0,1.0657,,8300.0,Very Strong,0.294,0.44,3020,0.18,3140.0,1340,36.74550312659135,42.2711772256699,156.9115,407.87602499999986,257220.57625,292.9464875000001,82.0,0.4589789303079408,0.20199999999999999,0.754,0.34043012912482085,3.5105211267605356,1.88,17.0,33.0,33.16212499999998,109000.0,267700.0,0.0,40683.16690442231,2357.9457364341033,5.0,0.0,92742.10352421623,,4
dbb203d9,5980,18.0,344,3050,187.0,31.1,50.0,3.1,203.0,1.03,,18100.0,Strong,0.258,0.69,730,0.204,550.0,1020,26.93122585316171,33.415685174980915,156.9115,407.87602499999986,257220.57625,292.9464875000001,38.0,0.4589789303079408,0.2513,0.703,0.38,3.5105211267605356,2.2025450000000264,11.0,8.780780780780672,33.16212499999998,85000.0,57300.0,0.0,40683.16690442231,2357.9457364341033,8.0,0.0,63027.3868129254,,3
1e153d57,4130,24.6,174,5010,151.0,37.9,347.54914809960695,0.8,4531.0,1.2226,,114800.0,Weak,0.111,0.67,80,0.3003919270833331,50.0,260,40.204564819123476,46.727816804349345,156.9115,407.87602499999986,257220.57625,292.9464875000001,17711.0,0.4589789303079408,0.26,0.701,0.22,3.5105211267605356,1.85,1.0,1.0,33.16212499999998,29000.0,24500.0,100.0,40683.16690442231,2357.9457364341033,25.0,24.0,16763.93724937504,,5
1a6f3afa,8080,36.7,47,5230,197.0,42.6,1220.0,38.24694148936168,4748.0,1.5619999999999998,,62233.24099722996,Weak,0.121,0.74,140,0.294,90.0,140,40.60763727893625,52.285168022658155,156.9115,407.87602499999986,257220.57625,292.9464875000001,4963.0,0.4589789303079408,0.2527,0.9326,0.4796,3.5105211267605356,2.2025450000000264,0.0,8.780780780780672,33.16212499999998,12000.0,0.0,0.0,40683.16690442231,2357.9457364341033,19.0,15.0,25988.411622601987,,5
15373096,2180,12.2,122,1180,126.0,38.0,347.54914809960695,1.2,747.0,1.0759999999999998,,65400.0,Medium,0.146,0.77,160,0.285,423.3383010432194,140,25.372998618130048,31.259143716803035,156.9115,407.87602499999986,257220.57625,292.9464875000001,604.0,0.4589789303079408,0.2506,0.8078,0.34043012912482085,3.5105211267605356,2.296,5.7838827838827855,2.0,33.16212499999998,10000.0,0.0,0.0,40683.16690442231,2357.9457364341033,16.0,0.0,30005.377298499297,,1
a6d2223b,9090,24.8,350,5300,180.0,19.1,80.0,22.8,597.0,1.04,,35700.0,Medium,0.27399999999999997,0.56,280,0.251,190.0,1500,26.7784809299587,31.19173866309488,156.9115,407.87602499999986,257220.57625,292.9464875000001,57.0,0.4589789303079408,0.25912882096070033,0.897,0.466,3.5105211267605356,2.2025450000000264,5.0,8.780780780780672,33.16212499999998,115000.0,173900.0,0.0,40683.16690442231,2357.9457364341033,12.0,9.332857142857154,40044.25912802835,,1
a98a2857,4500,22.7,154,2510,142.0,35.9,410.0,1.1,1588.1898395721917,1.13,,73700.0,Weak,0.187,0.52,110,0.295,90.0,320,32.47048423675194,39.196337545030055,156.9115,407.87602499999986,257220.57625,292.9464875000001,308.0,0.4589789303079408,0.25912882096070033,0.8457892857142872,0.369,3.5105211267605356,2.2025450000000264,5.7838827838827855,8.780780780780672,33.16212499999998,28000.0,23400.0,0.0,40683.16690442231,2357.9457364341033,28.0,20.0,15780.1566809183,,5
b86236e3,10920,16.0,310,5620,205.0,37.1,250.0,0.8,1588.1898395721917,1.099,,10100.0,Medium,0.29100000000000004,0.645359394703657,400,0.165,423.3383010432194,550,33.05222666785025,41.452348453784616,156.9115,407.87602499999986,257220.57625,292.9464875000001,191.0,0.4589789303079408,0.22,0.89,0.3239,3.5105211267605356,2.2025450000000264,4.0,8.780780780780672,33.16212499999998,45000.0,4100.0,25.67164179104483,40683.16690442231,2357.9457364341033,6.0,9.332857142857154,49129.34555905403,,1
bc18314e,8800,26.9,227,3730,214.0,42.8,830.0,0.3,3384.0,1.435,,47700.0,Medium,0.159,0.66,220,0.225,170.0,580,30.796650604644885,40.63986957749733,156.9115,407.87602499999986,257220.57625,292.9464875000001,4418.0,0.4589789303079408,0.25912882096070033,0.8889,0.3543,3.5105211267605356,2.42,3.0,8.780780780780672,33.16212499999998,56000.0,0.0,25.67164179104483,40683.16690442231,2357.9457364341033,8.0,2.0,49129.34555905403,,1
93403f0b,3010,22.3,177,1860,122.0,19.3,70.0,39.4,548.0,1.0311,,87900.0,Medium,0.177,0.67,210,0.381,423.3383010432194,360,13.529336120554108,19.415443275146053,156.9115,407.87602499999986,257220.57625,292.9464875000001,54.0,0.4589789303079408,0.3,0.782,0.581,3.5105211267605356,2.289,2.0,3.0,33.16212499999998,39300.0,1600.0,0.0,40683.16690442231,2357.9457364341033,19.0,0.0,49129.34555905403,,1
986232ca,10900,10.4,105,5470,222.0,14.5,130.0,16.0,1837.0,1.071,,62100.0,Strong,0.231,0.5,950,0.34600000000000003,570.0,110,25.10113332136096,31.77599974288818,156.9115,407.87602499999986,257220.57625,292.9464875000001,97.0,0.4589789303079408,0.25912882096070033,0.93,0.265,3.5105211267605356,2.2025450000000264,3.0,5.0,33.16212499999998,10000.0,62122.82321899733,0.0,40683.16690442231,2357.9457364341033,5.0,1.0,101046.41495553078,,3
8e262948,6300,15.6,118,4630,127.0,25.5,280.0,7.2,1557.0,1.079,,90600.0,None,0.24,0.82,90,0.34600000000000003,80.0,300,24.3669270572534,31.149888387346248,156.9115,407.87602499999986,257220.57625,292.9464875000001,3072.1133879781437,0.4589789303079408,0.304,0.8669,0.47,3.5105211267605356,2.2025450000000264,1.0,1.0,33.16212499999998,30500.0,33300.0,0.0,40683.16690442231,2357.9457364341033,23.0,13.0,21105.530260633623,,0
86d22612,5340,12.2,434,2070,191.0,27.0,250.0,2.9,1525.0,1.1,,83900.0,Strong,0.158,0.62,440,0.36200000000000004,330.0,370,23.503260143820768,29.408771289991634,156.9115,407.87602499999986,257220.57625,292.9464875000001,187.0,0.4589789303079408,0.24,0.8457892857142872,0.37,3.5105211267605356,2.2025450000000264,5.7838827838827855,8.780780780780672,33.16212499999998,36000.0,39700.0,0.0,40683.16690442231,2357.9457364341033,6.0,0.0,84677.74159061664,,3
817e2324,10690,6.9,43,5320,221.0,15.4,30.0,19.2,1588.1898395721917,1.0406,,9900.0,Very Strong,0.29,0.75,2620,0.201,1900.0,60,25.681115801789943,33.840889888763165,156.9115,407.87602499999986,257220.57625,292.9464875000001,20.0,0.4589789303079408,0.249,0.8989,0.34043012912482085,3.5105211267605356,2.2025450000000264,7.0,9.0,33.16212499999998,7000.0,66300.0,0.0,40683.16690442231,2357.9457364341033,4.0,1.0,126844.12680619134,,4
329b3189,8810,11.2,91,4930,174.0,40.0,260.0,1.1,999.0,1.1261752223634045,,25100.0,Medium,0.261,0.71,180,0.19399999999999998,170.0,180,36.001274593408404,42.75969025513835,156.9115,407.87602499999986,257220.57625,292.9464875000001,192.0,0.4589789303079408,0.25912882096070033,0.68,0.34043012912482085,3.5105211267605356,2.2025450000000264,1.0,1.0,33.16212499999998,19000.0,20700.0,25.67164179104483,40683.16690442231,2357.9457364341033,11.0,6.0,42036.60505828024,,1
3e15397e,8240,19.6,71,3400,233.0,40.3,280.0,0.6,1050.0,1.11,,19200.0,Strong,0.223,0.67,780,0.18899999999999997,610.0,240,33.97307688383831,41.52229290676191,156.9115,407.87602499999986,257220.57625,292.9464875000001,207.0,0.4589789303079408,0.25912882096070033,0.8959999999999999,0.2,3.5105211267605356,2.2025450000000264,3.0,8.780780780780672,33.16212499999998,24000.0,13400.0,0.0,40683.16690442231,2357.9457364341033,7.0,0.0,62215.95116031406,,3
27092890,6770,19.1,336,3980,156.0,39.0,660.0,0.7,2133.0,1.219,,63700.0,Weak,0.237,0.49,160,0.252,130.0,690,37.54969106103041,45.632865139479286,156.9115,407.87602499999986,257220.57625,292.9464875000001,497.0,0.4589789303079408,0.24,0.6677,0.551,3.5105211267605356,2.2025450000000264,2.0,8.780780780780672,33.16212499999998,74400.0,72800.0,0.0,40683.16690442231,2357.9457364341033,20.0,9.332857142857154,25743.22092479415,,5
43a6f3b8,3490,25.3,465,2380,118.0,21.8,160.0,17.7,1029.0,1.05,,103100.0,Weak,0.203,0.72,190,0.397,140.0,1530,25.18172636911698,29.54771994314696,156.9115,407.87602499999986,257220.57625,292.9464875000001,119.0,0.4589789303079408,0.25912882096070033,0.8457892857142872,0.3333,3.5105211267605356,2.2025450000000264,5.0,6.0,33.16212499999998,130800.0,150900.0,0.0,40683.16690442231,2357.9457364341033,20.0,13.0,22538.107219283993,,5
440af68e,3390,16.0,44,1680,154.0,13.5,30.0,273.0,402.0,1.03,,92400.0,Strong,0.172,0.74,680,0.414,320.0,80,14.083438555461555,19.373940778511212,156.9115,407.87602499999986,257220.57625,292.9464875000001,26.0,0.4589789303079408,0.25912882096070033,0.95,0.317,3.5105211267605356,2.2025450000000264,5.7838827838827855,8.780780780780672,33.16212499999998,6000.0,14800.0,0.0,40683.16690442231,2357.9457364341033,8.0,3.0,53321.468083932996,,3
bdcb6dfa,5050,19.1,114,2510,167.0,33.0,200.0,1.6,885.0,1.074,,52400.0,Medium,0.16699999999999998,0.62,270,0.273,170.0,210,24.55549290931976,30.725565681789583,156.9115,407.87602499999986,257220.57625,292.9464875000001,200.0,0.4589789303079408,0.256,0.9317,0.231,3.5105211267605356,2.2025450000000264,2.0,2.0,33.16212499999998,26000.0,600.0,25.67164179104483,40683.16690442231,2357.9457364341033,12.0,0.0,35994.85943300533,,1
55e2e83a,9510,18.2,189,4690,226.0,34.2,347.54914809960695,0.7,1058.0,1.1045,,15100.0,Medium,0.23600000000000002,0.55,530,0.179,420.0,430,29.75327567934639,37.96754107288556,156.9115,407.87602499999986,257220.57625,292.9464875000001,199.0,0.4589789303079408,0.25912882096070033,0.64,0.43,3.813,2.2025450000000264,4.0,6.0,33.16212499999998,42000.0,22000.0,0.0,40683.16690442231,2357.9457364341033,6.0,0.0,80681.74420770665,,1
ba6768cc,7550,12.5,51,3720,188.0,12.1,20.0,95.7,1588.1898395721917,1.0322,,45700.0,Very Strong,0.243,0.74,1940,0.345,1050.0,110,20.474740424977096,27.02191479540037,156.9115,407.87602499999986,257220.57625,292.9464875000001,12.0,0.4589789303079408,0.25912882096070033,0.909,0.48200000000000004,3.5105211267605356,2.2025450000000264,6.0,7.0,33.16212499999998,11000.0,66700.0,0.0,40683.16690442231,2357.9457364341033,4.0,1.0,126007.52203204027,,4
5ec0e5fb,4710,25.7,145,3000,141.0,35.1,130.0,2.8,496.0,1.043,,50100.0,Weak,0.248,0.45,160,0.258,140.0,380,35.15408351254725,40.0834388575133,156.9115,407.87602499999986,257220.57625,292.9464875000001,97.0,0.4589789303079408,0.25912882096070033,0.93,0.45,3.5105211267605356,2.2025450000000264,1.0,1.0,33.16212499999998,28000.0,47500.0,25.67164179104483,40683.16690442231,2357.9457364341033,33.0,9.332857142857154,15182.549279078377,,5
ea89f260,5620,19.1,345,2650,186.0,17.2,160.0,15.6,1527.0,1.069,,90300.0,Medium,0.147,0.77,360,0.389,210.0,570,17.052232072458878,22.11574474266356,156.9115,407.87602499999986,257220.57625,292.9464875000001,122.0,0.4589789303079408,0.28,0.9841,0.391,3.5105211267605356,2.2025450000000264,6.0,10.0,33.16212499999998,44000.0,66900.0,0.0,40683.16690442231,2357.9457364341033,8.0,3.0,54366.96143626541,,1
09827a61,8220,25.7,237,3950,187.0,42.5,360.0,0.6,1588.1898395721917,1.13,,21100.0,Medium,0.254,0.645359394703657,350,0.182,320.0,810,31.289694231357906,40.012492005457915,156.9115,407.87602499999986,257220.57625,292.9464875000001,269.0,0.4589789303079408,0.212,0.7559999999999999,0.182,3.5105211267605356,1.58,5.7838827838827855,8.780780780780672,33.16212499999998,68000.0,2700.0,0.0,40683.16690442231,2357.9457364341033,14.0,0.0,49129.34555905403,,1
e607fa97,1970,6.3,329,1480,99.0,17.5,130.0,48.9,1361.0,1.0490000000000002,,62233.24099722996,Weak,0.135,0.72,90,0.441,423.3383010432194,140,19.555619369546562,24.31814909482783,156.9115,407.87602499999986,257220.57625,292.9464875000001,127.0,0.4589789303079408,0.25912882096070033,0.8335,0.34043012912482085,3.5105211267605356,2.2025450000000264,5.7838827838827855,8.780780780780672,33.16212499999998,16800.0,29300.0,0.0,40683.16690442231,2357.9457364341033,14.0,7.0,33434.286825744704,,5
0e2e7f57,11880,13.1,179,5920,252.0,20.0,80.0,6.4,1588.1898395721917,1.06,,3400.0,Very Strong,0.29,0.5,3690,0.16399999999999998,2740.0,330,39.71472882431784,43.92651407461839,156.9115,407.87602499999986,257220.57625,292.9464875000001,61.0,0.4589789303079408,0.2186,0.8457892857142872,0.4,3.5105211267605356,2.2025450000000264,5.7838827838827855,8.780780780780672,33.16212499999998,37000.0,277600.0,25.67164179104483,40683.16690442231,2357.9457364341033,4.0,0.0,116524.75411403865,,4
e27dfd3a,6730,20.42978177150193,99,4090,166.0,39.1,1110.0,0.5,3323.0,1.4,,81700.0,Weak,0.19,0.76,90,0.29100000000000004,80.0,250,36.45483334782958,46.047890859950584,156.9115,407.87602499999986,257220.57625,292.9464875000001,5937.0,0.4589789303079408,0.25912882096070033,0.904,0.34043012912482085,2.431,2.2025450000000264,0.0,8.780780780780672,33.16212499999998,19000.0,100.0,100.0,40683.16690442231,2357.9457364341033,21.0,15.0,22671.153898906363,,5
